sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,errors
MQCLS,,"Liner Socks Attribute Set",configurable,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Compression Garments",base,"MediQuip 10-15 mmHg Compression Liner Socks","<p>Liners are normally worn under ulcer care compression stockings and alternative compression wraps. Some provide light compression. All of them protect the outer stocking from dirt, oils, and bodily fluids which will increase the life-span of the outer stocking.</p>","<p>This is short description for compression liner socks.</p>",0.125,1,"Taxable Goods","Catalog, Search",,,,,mediquip-compression-liner-socks,"MediQuip 10-15 mmHg Compression Liner Socks","MediQuip 10-15 mmHg Compression Liner Socks","MediQuip 10-15 mmHg Compression Liner Socks ",liner_socks.jpeg,,liner_socks.jpeg,,liner_socks.jpeg,,liner_socks.jpeg,,"12/2/22, 12:03 PM","12/3/22, 4:13 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,liner_socks.jpeg,,,,,,,,,,,,,"sku=MQCLS-Small,liner_socks_size=Small|sku=MQCLS-Medium,liner_socks_size=Medium|sku=MQCLS-Large,liner_socks_size=Large|sku=MQCLS-XLarge,liner_socks_size=XLarge|sku=MQCLS-2XLarge,liner_socks_size=2XLarge","liner_socks_size=Liner Socks Size",
"MQSFAFM-2-Case of 60",,"Mouthwash Attribute Set",simple,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip SparkleFresh Alcohol-Free Mouthwash-2-Case of 60","<p>Medline Sparkle Fresh Alcohol Free Mouthwash offers an icy splash of mint that leaves your breath feeling clean and fresh. These alcohol-free formulation is ideal for people with sensitive gum.</p>","<p>This is short description for mouthwash.</p>",7.5,1,"Taxable Goods","Not Visible Individually",20,,,,mediquip-sparklefresh-alcohol-free-mouthwash-2-case-of-60,"MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash ",mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,"12/2/22, 11:46 PM","12/2/22, 11:46 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,"mouthwash_ounce=2,mouthwash_pack_size=Case of 60",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,mouthwash_.jpeg,,,,,,,,,,,,,,,
"MQSFAFM-2-Case of 12",,"Mouthwash Attribute Set",simple,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip SparkleFresh Alcohol-Free Mouthwash-2-Case of 12 ","<p>Medline Sparkle Fresh Alcohol Free Mouthwash offers an icy splash of mint that leaves your breath feeling clean and fresh. These alcohol-free formulation is ideal for people with sensitive gum.</p>","<p>This is short description for mouthwash.</p>",4,1,"Taxable Goods","Not Visible Individually",10,,,,mediquip-sparklefresh-alcohol-free-mouthwash-2-case-of-12,"MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash ",mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,"12/2/22, 11:46 PM","12/2/22, 11:46 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,"mouthwash_ounce=2,mouthwash_pack_size=Case of 12",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,mouthwash_.jpeg,,,,,,,,,,,,,,,
MQSFAFM-2-Each,,"Mouthwash Attribute Set",simple,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip SparkleFresh Alcohol-Free Mouthwash-2-Each","<p>Medline Sparkle Fresh Alcohol Free Mouthwash offers an icy splash of mint that leaves your breath feeling clean and fresh. These alcohol-free formulation is ideal for people with sensitive gum.</p>","<p>This is short description for mouthwash.</p>",1,1,"Taxable Goods","Not Visible Individually",5,,,,mediquip-sparklefresh-alcohol-free-mouthwash-2-each,"MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash ",mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,"12/2/22, 11:46 PM","12/2/22, 11:46 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,"mouthwash_ounce=2,mouthwash_pack_size=Each",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,mouthwash_.jpeg,,,,,,,,,,,,,,,
"MQSFAFM-4-Case of 60",,"Mouthwash Attribute Set",simple,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip SparkleFresh Alcohol-Free Mouthwash-4-Case of 60","<p>Medline Sparkle Fresh Alcohol Free Mouthwash offers an icy splash of mint that leaves your breath feeling clean and fresh. These alcohol-free formulation is ideal for people with sensitive gum.</p>","<p>This is short description for mouthwash.</p>",15,1,"Taxable Goods","Not Visible Individually",25,,,,mediquip-sparklefresh-alcohol-free-mouthwash-4-case-of-60,"MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash ",mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,"12/2/22, 11:46 PM","12/2/22, 11:46 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,"mouthwash_ounce=4,mouthwash_pack_size=Case of 60",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,mouthwash_.jpeg,,,,,,,,,,,,,,,
"MQSFAFM-4-Case of 12",,"Mouthwash Attribute Set",simple,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip SparkleFresh Alcohol-Free Mouthwash-4-Case of 12 ","<p>Medline Sparkle Fresh Alcohol Free Mouthwash offers an icy splash of mint that leaves your breath feeling clean and fresh. These alcohol-free formulation is ideal for people with sensitive gum.</p>","<p>This is short description for mouthwash.</p>",8,1,"Taxable Goods","Not Visible Individually",20,,,,mediquip-sparklefresh-alcohol-free-mouthwash-4-case-of-12,"MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash ",mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,"12/2/22, 11:46 PM","12/2/22, 11:46 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,"mouthwash_ounce=4,mouthwash_pack_size=Case of 12",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,mouthwash_.jpeg,,,,,,,,,,,,,,,
MQSFAFM-4-Each,,"Mouthwash Attribute Set",simple,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip SparkleFresh Alcohol-Free Mouthwash-4-Each","<p>Medline Sparkle Fresh Alcohol Free Mouthwash offers an icy splash of mint that leaves your breath feeling clean and fresh. These alcohol-free formulation is ideal for people with sensitive gum.</p>","<p>This is short description for mouthwash.</p>",2,1,"Taxable Goods","Not Visible Individually",10,,,,mediquip-sparklefresh-alcohol-free-mouthwash-4-each,"MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash ",mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,"12/2/22, 11:46 PM","12/2/22, 11:46 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,"mouthwash_ounce=4,mouthwash_pack_size=Each",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,mouthwash_.jpeg,,,,,,,,,,,,,,,
"MQSFAFM-6-Case of 60",,"Mouthwash Attribute Set",simple,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip SparkleFresh Alcohol-Free Mouthwash-6-Case of 60","<p>Medline Sparkle Fresh Alcohol Free Mouthwash offers an icy splash of mint that leaves your breath feeling clean and fresh. These alcohol-free formulation is ideal for people with sensitive gum.</p>","<p>This is short description for mouthwash.</p>",20,1,"Taxable Goods","Not Visible Individually",30,,,,mediquip-sparklefresh-alcohol-free-mouthwash-6-case-of-60,"MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash ",mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,"12/2/22, 11:46 PM","12/2/22, 11:46 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,"mouthwash_ounce=6,mouthwash_pack_size=Case of 60",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,mouthwash_.jpeg,,,,,,,,,,,,,,,
"MQSFAFM-6-Case of 12",,"Mouthwash Attribute Set",simple,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip SparkleFresh Alcohol-Free Mouthwash-6-Case of 12 ","<p>Medline Sparkle Fresh Alcohol Free Mouthwash offers an icy splash of mint that leaves your breath feeling clean and fresh. These alcohol-free formulation is ideal for people with sensitive gum.</p>","<p>This is short description for mouthwash.</p>",14,1,"Taxable Goods","Not Visible Individually",25,,,,mediquip-sparklefresh-alcohol-free-mouthwash-6-case-of-12,"MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash ",mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,"12/2/22, 11:46 PM","12/2/22, 11:46 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,"mouthwash_ounce=6,mouthwash_pack_size=Case of 12",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,mouthwash_.jpeg,,,,,,,,,,,,,,,
MQSFAFM-6-Each,,"Mouthwash Attribute Set",simple,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip SparkleFresh Alcohol-Free Mouthwash-6-Each","<p>Medline Sparkle Fresh Alcohol Free Mouthwash offers an icy splash of mint that leaves your breath feeling clean and fresh. These alcohol-free formulation is ideal for people with sensitive gum.</p>","<p>This is short description for mouthwash.</p>",2.5,1,"Taxable Goods","Not Visible Individually",12,,,,mediquip-sparklefresh-alcohol-free-mouthwash-6-each,"MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash ",mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,"12/2/22, 11:46 PM","12/2/22, 11:46 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,"mouthwash_ounce=6,mouthwash_pack_size=Each",100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,mouthwash_.jpeg,,,,,,,,,,,,,,,
MQSFAFM,,"Mouthwash Attribute Set",configurable,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip SparkleFresh Alcohol-Free Mouthwash","<p>Medline Sparkle Fresh Alcohol Free Mouthwash offers an icy splash of mint that leaves your breath feeling clean and fresh. These alcohol-free formulation is ideal for people with sensitive gum.</p>","<p>This is short description for mouthwash.</p>",,1,"Taxable Goods","Catalog, Search",,,,,mediquip-sparklefresh-alcohol-free-mouthwash,"MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash","MediQuip SparkleFresh Alcohol-Free Mouthwash ",mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,mouthwash_.jpeg,,"12/2/22, 11:46 PM","12/2/22, 11:46 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,mouthwash_.jpeg,,,,,,,,,,,,,"sku=MQSFAFM-2-Each,mouthwash_ounce=2,mouthwash_pack_size=Each|sku=MQSFAFM-2-Case of 12,mouthwash_ounce=2,mouthwash_pack_size=Case of 12 |sku=MQSFAFM-2-Case of 60,mouthwash_ounce=2,mouthwash_pack_size=Case of 60|sku=MQSFAFM-4-Each,mouthwash_ounce=4,mouthwash_pack_size=Each|sku=MQSFAFM-4-Case of 12,mouthwash_ounce=4,mouthwash_pack_size=Case of 12 |sku=MQSFAFM-4-Case of 60,mouthwash_ounce=4,mouthwash_pack_size=Case of 60|sku=MQSFAFM-6-Each,mouthwash_ounce=6,mouthwash_pack_size=Each|sku=MQSFAFM-6-Case of 12,mouthwash_ounce=6,mouthwash_pack_size=Case of 12 |sku=MQSFAFM-6-Case of 60,mouthwash_ounce=6,mouthwash_pack_size=Case of 60","mouthwash_ounce=Mouthwash Ounce,mouthwash_pack_size=Mouthwash Pack Size",
MQOBP275CT,,Default,simple,"Default Category,Default Category/Personal Care,Default Category/Personal Care/Oral Care",base,"MediQuip Oral BrushPicks 275Ct","<p>Medtech Oral BrushPicks, Pack of 275 Easy-to-use oral care essential safely and gently removes plaque and food stuck in between teeth Helps stimulate gums to promote peridontal health Helps fight gingivitis Portable case for on-the-go use Pack of 275</p>","<p>This is short description for mouthwash MediQuip Oral BrushPicks 275Ct .</p>",0.25,1,"Taxable Goods","Catalog, Search",3.5,,,,mediquip-oral-brushpicks,"MediQuip Oral BrushPicks 275Ct","MediQuip Oral BrushPicks 275Ct","MediQuip Oral BrushPicks 275Ct ","MediQuip Oral BrushPicks 275Ct.jpeg",,brush_pricks.jpeg,,brush_pricks.jpeg,,brush_pricks.jpeg,,"12/2/22, 11:51 PM","12/2/22, 11:51 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,brush_pricks.jpeg,,,,,,,,,,,,,,,"Wrong URL/path used for attribute image"
MQG2BGM1C,,Default,simple,"Default Category,Default Category/Diabetes Care,Default Category/Diabetes Care/Diabetes Monitors",base,"MediQuip G2 Blood Glucose Monitor 1Ct","<p>This is long description of MediQuip G2 Blood Glucose Monitor 1Ct.</p>","<p>This is long description of MediQuip G2 Blood Glucose Monitor 1Ct.</p>",0.2,1,"Taxable Goods","Catalog, Search",25,,,,mediquip-g2-blood-glucose-monitor,"MediQuip G2 Blood Glucose Monitor 1Ct","MediQuip G2 Blood Glucose Monitor 1Ct","MediQuip G2 Blood Glucose Monitor 1Ct ","MediQuip G2 Blood Glucose Monitor 1Ct.jpg",,"MediQuip G2 Blood Glucose Monitor 1Ct.jpg",,"MediQuip G2 Blood Glucose Monitor 1Ct.jpg",,"MediQuip G2 Blood Glucose Monitor 1Ct.jpg",,"12/2/22, 11:54 PM","12/2/22, 11:54 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"MediQuip G2 Blood Glucose Monitor 1Ct.jpg",,,,,,,,,,,,,,,"Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
MQG2BGMSK26,,Default,simple,"Default Category,Default Category/Diabetes Care,Default Category/Diabetes Care/Diabetes Monitors",base,"MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc","<p>This is long description of MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc.</p>","<p>This is long description of MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc.</p>",1,1,"Taxable Goods","Catalog, Search",35,,,,mediquip-g2-blood-glucose-monitor-26,"MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc","MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc","MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc ","MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc.jpg",,"MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc.jpg",,"MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc.jpg",,"MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc.jpg",,"12/2/22, 11:57 PM","12/2/22, 11:57 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"MediQuip G2 Blood Glucose Monitor + Starter Kit 26Pc.jpg",,,,,,,,,,,,,,,"Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
MQSUGPL,,Default,simple,"Default Category,Default Category/Diabetes Care,Default Category/Diabetes Care/Lancets",base,"MediQuip Single-Use General Purpose Lancets","<p>This is long description of MediQuip Single-Use General Purpose Lancets.</p>","<p>This is long description of MediQuip Single-Use General Purpose Lancets.</p>",0.2,1,"Taxable Goods","Catalog, Search",7.5,,,,mediquip-single-use-general-purpose-lancets,"MediQuip Single-Use General Purpose Lancets","MediQuip Single-Use General Purpose Lancets","MediQuip Single-Use General Purpose Lancets ","MediQuip Single-Use General Purpose Lancets.jpg",,"MediQuip Single-Use General Purpose Lancets.jpg",,"MediQuip Single-Use General Purpose Lancets.jpg",,"MediQuip Single-Use General Purpose Lancets.jpg",,"12/3/22, 12:00 AM","12/3/22, 12:03 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"MediQuip Single-Use General Purpose Lancets.jpg",,,,,,,,,,,,,,,"Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
MQALD,,Default,simple,"Default Category,Default Category/Diabetes Care,Default Category/Diabetes Care/Lancets",base,"MediQuip Adjustable Lancing Device","<p>This is long description of MediQuip Adjustable Lancing Device.</p>","<p>This is long description of MediQuip Adjustable Lancing Device.</p>",0.25,1,"Taxable Goods","Catalog, Search",10,,,,mediquip-adjustable-lancing-device,"MediQuip Adjustable Lancing Device","MediQuip Adjustable Lancing Device","MediQuip Adjustable Lancing Device ","MediQuip Adjustable Lancing Device.jpg",,"MediQuip Adjustable Lancing Device.jpg",,"MediQuip Adjustable Lancing Device.jpg",,"MediQuip Adjustable Lancing Device.jpg",,"12/3/22, 12:02 AM","12/3/22, 12:02 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"MediQuip Adjustable Lancing Device.jpg",,,,,,,,,,,,,,,"Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
MQIPN,,Default,simple,"Default Category,Default Category/Diabetes Care,Default Category/Diabetes Care/Lancets",base,"MediQuip Insulin Pen Needles","<p>This is long description of MediQuip Insulin Pen Needles.</p>","<p>This is long description of MediQuip Insulin Pen Needles.</p>",0.15,1,"Taxable Goods","Catalog, Search",5,,,,mediquip-insulin-pen-needles,"MediQuip Insulin Pen Needles","MediQuip Insulin Pen Needles","MediQuip Insulin Pen Needles ","MediQuip Insulin Pen Needles.png",,"MediQuip Insulin Pen Needles.png",,"MediQuip Insulin Pen Needles.png",,"MediQuip Insulin Pen Needles.png",,"12/3/22, 12:04 AM","12/3/22, 12:04 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"MediQuip Insulin Pen Needles.png",,,,,,,,,,,,,,,"Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
MQG2BGTS50CT,,Default,simple,"Default Category,Default Category/Diabetes Care,Default Category/Diabetes Care/Test Strips",base,"MediQuip G2 Blood Glucose Test Strips 50Ct","<p>This is long description of MediQuip G2 Blood Glucose Test Strips 50Ct.</p>","<p>This is long description of MediQuip G2 Blood Glucose Test Strips 50Ct.</p>",0.25,1,"Taxable Goods","Catalog, Search",7.5,,,,mediquip-g2-blood-glucose-test-strips-50-ct,"MediQuip G2 Blood Glucose Test Strips 50Ct","MediQuip G2 Blood Glucose Test Strips 50Ct","MediQuip G2 Blood Glucose Test Strips 50Ct ","MediQuip G2 Blood Glucose Test Strips 50Ct.jpeg",,"MediQuip G2 Blood Glucose Test Strips 50Ct.jpeg",,"MediQuip G2 Blood Glucose Test Strips 50Ct.jpeg",,"MediQuip G2 Blood Glucose Test Strips 50Ct.jpeg",,"12/3/22, 12:07 AM","12/3/22, 12:07 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"MediQuip G2 Blood Glucose Test Strips 50Ct.jpeg",,,,,,,,,,,,,,,"Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
MQG2BGTS600CT,,Default,simple,"Default Category,Default Category/Diabetes Care,Default Category/Diabetes Care/Test Strips",base,"MediQuip G2 Blood Glucose Test Strips 600Ct","<p>This is long description of MediQuip G2 Blood Glucose Test Strips 600Ct.</p>","<p>This is long description of MediQuip G2 Blood Glucose Test Strips 600Ct.</p>",1.5,1,"Taxable Goods","Catalog, Search",25,,,,mediquip-g2-blood-glucose-test-strips-600-ct,"MediQuip G2 Blood Glucose Test Strips 600Ct","MediQuip G2 Blood Glucose Test Strips 600Ct","MediQuip G2 Blood Glucose Test Strips 600Ct ","MediQuip G2 Blood Glucose Test Strips 600Ct.jpg",,"MediQuip G2 Blood Glucose Test Strips 600Ct.jpg",,"MediQuip G2 Blood Glucose Test Strips 600Ct.jpg",,"MediQuip G2 Blood Glucose Test Strips 600Ct.jpg",,"12/3/22, 12:09 AM","12/3/22, 12:09 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"MediQuip G2 Blood Glucose Test Strips 600Ct.jpg",,,,,,,,,,,,,,,"Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
MSBNC1QT1CT,,Default,simple,"Default Category,Default Category/Diabetes Care,Default Category/Diabetes Care/Sharps Containers",base,"MediQuip Sharps Biohazard Needle Container 1Qt 1Ct","<p>This is long description of MediQuip Sharps Biohazard Needle Container 1Qt 1Ct.</p>","<p>This is long description of MediQuip Sharps Biohazard Needle Container 1Qt 1Ct.</p>",1.25,1,"Taxable Goods","Catalog, Search",5,,,,mediquip-sharp-biohazard-needle-container,"MediQuip Sharps Biohazard Needle Container 1Qt 1Ct","MediQuip Sharps Biohazard Needle Container 1Qt 1Ct","MediQuip Sharps Biohazard Needle Container 1Qt 1Ct ","MediQuip Sharps Biohazard Needle Container 1Qt 1Ct.jpg",,"MediQuip Sharps Biohazard Needle Container 1Qt 1Ct.jpg",,"MediQuip Sharps Biohazard Needle Container 1Qt 1Ct.jpg",,"MediQuip Sharps Biohazard Needle Container 1Qt 1Ct.jpg",,"12/3/22, 12:12 AM","12/3/22, 12:12 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"MediQuip Sharps Biohazard Needle Container 1Qt 1Ct.jpg",,,,,,,,,,,,,,,"Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
MQMSC1G1CT,,Default,simple,"Default Category,Default Category/Diabetes Care,Default Category/Diabetes Care/Sharps Containers",base,"MediQuip Multipurpose Sharps Container 1 Gallon 1Ct","<p>This is long description of MediQuip Multipurpose Sharps Container 1 Gallon 1Ct.</p>","<p>This is long description of MediQuip Multipurpose Sharps Container 1 Gallon 1Ct.</p>",6,1,"Taxable Goods","Catalog, Search",20,,,,mediquip-multipurpose-sharps-container,"MediQuip Multipurpose Sharps Container 1 Gallon 1Ct","MediQuip Multipurpose Sharps Container 1 Gallon 1Ct","MediQuip Multipurpose Sharps Container 1 Gallon 1Ct ","MediQuip Multipurpose Sharps Container 1 Gallon 1Ct.jpg",,"MediQuip Multipurpose Sharps Container 1 Gallon 1Ct.jpg",,"MediQuip Multipurpose Sharps Container 1 Gallon 1Ct.jpg",,"MediQuip Multipurpose Sharps Container 1 Gallon 1Ct.jpg",,"12/3/22, 12:15 AM","12/3/22, 12:15 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"MediQuip Multipurpose Sharps Container 1 Gallon 1Ct.jpg",,,,,,,,,,,,,,,"Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
